word,corrected
sosialisasi,sosialisasi
pengliatan,penglihatan
nulis,tulis
search,cari
kejawab,terjawab
huuhu,menangis
one,satu
luangin,meluangkan
pekerjaanmari,pekerjaan
bu,bu
ketika,ketika
rw,rukun warga
christine,christine
love,cinta
gombyang,gombyang
strmarah,
ditanba,di  tambah
bakalan,bakalan
tabrakan,tabrakan
titled,titled
menurus,menerus
keringet,keringat
myfaceismyproblemnotyours,my face is my problem not yours
duk,
dipestain,di pesta in
leading,memimpin
sajakrindu,sajak rindu
prnh,pernah
menindaklanjuti,menindaklanjuti
aziem,aziem
pasarannya,pasaran nya
replies,balasan
jurusan,jurusan
riprahtawu,rip rahtawu
job,job
matahin,mematahkan
girlfriend,pacar perempuan
sekumpulan,sekumpulan
inspirasi,inspirasi
messenger,messenger
gdm,group direct message
disidang,di sidang
skincarenya,skincare nya
tudingan,tudingan
dilahap,di lahap
mendunia,mendunia
berpakian,berpakaian
browsing,browsing
faking,faking
payungi,memayungi
baliknya,balik nya
pantang,pantang
pembingkaian,pembingkaian
may,may
timnasindonesia,tim nasional indonesia
kasihkan,mengasihi
huwawawaaaaaa,menangis
tracking,melacak
dago,dago
didengar,di dengar
diwajah,di wajah
holcim,holcim
rasakan,rasakan
fansnya,penggemar nya
dibantu,di bantu
luu,kamu
tbs,tbs
tagih,tagih
gurau,gurau
ngaaap,
asdfghjkl,
jonghyun,jonghyun
penyerangan,penyerangan
itugiliran,itu giliran
tmennya,temen nya
lahirkan,melahirkan
uprak,ujian praktik
hlah,
dijual,di jual
genderuw,genderuwo
ish,
pkknya,pokoknya
uchiciyko,uchiciyko
pinginnya,pingin nya
sprti,seperti
leyeh,leyeh
inshallah,inshallah
bersikap,bersikap
ooo,oh
berproses,berproses
back,back
timesup,times up
pacoa,pacoa
persiblive,persatuan sepak bola indonesia bandung live
troll,memancing kemarahan
hti,hati
agensi,agensi
merugikan,merugikan
digugel,di google
menag,menang
sdah,sudah
perbaiki,perbaiki
curvanordpersija,curva nord persija
imajinasi,imajinasi
ditendang,di tendang
perasaannya,perasaan nya
nenangin,menenangkan
seinnya,sein nya
menggema,menggema
auratnya,aurat nya
hmmmmmmm,berpikir
dikeluarka,di keluarkan
diteruskan,di teruskan
ngefek,berdampak
pp,pp
berkenan,berkenan
disetujuin,disetujuin
kitalah,kita lah
shift,shift
selambat,selambat
jama,jaman
soel,
disembunyikan,di sembunyikan
pramudya,pramudya
tegal,tegal
sebisaku,sebisa ku
chatan,chat an
membangun,membangun
comfort,comfort
tricky,tricky
dariku,dariku
ngerjainnya,mengerjakan
bangkit,bangkit
ngebangunin,membangunkan
khawatirkan,khawatirkan
pilihannye,pilihan nya
vitaminnya,vitamin nya
knetz,korea netizen
terutama,terutama
bersamaan,bersamaan
greasy,berminyak
mempersilahkan,mempersilakan
ngedj,nge dj
kasihku,kasih ku
selaha,
parahnya,parah nya
seindonesia,se indonesia
meninggal,meninggal
gmana,bagaimana
kautsar,kautsar
puluhan,puluhan
rasakne,rasakan
tupac,tupac
revisi,revisi
sejoli,sejoli
daddy,bapak
art,seni
kepasar,ke pasar
nonjok,menonjok
gitumah,gitu mah
kebenaran,keberana
brikan,berikan
qasidahan,qasidahan
nadanya,nada nya
ngembaliin,mengembalikan
merata,merata
micu,memicu
mengalir,mengalir
store,store
raditya,raditya
dibunuh,di bunuh
ckckckc,
supplier,supplier
sesring,se sering
guwoblok,goblok
kritikan,kritikan
didasarkn,di dasarkan
etto,etto
mng,meet and greet
samaadiknya,sama adik nya
playlistnua,playlist nya
inferior,inferior
oii,oi
dedikasi,dedikasi
dipaksain,di paksa in
kesetiaan,kesetiaan
hpnya,handphone nya
healthy,sehat
anjg,anjing
hinggal,tinggal
atmosfer,atmosfer
gamo,tidak mau
akuny,akun nya
elastis,elastis
kekantor,ke kantor
bwat,buat
lulus,lulus
rebah,rebah
sehingga,sehingga
weddingtradisional,pernikahan tardisional
dibarengin,di barengin
jujun,jujun
senter,senter
putrikedatonspa,putri kedaton spa
sudarso,sudarso
mensupport,mendukung
cuek,cuek
ketawa,ketawa
excited,bersemangat
bobo,tidur
hahhahha,tertawa
seniman,seniman
seberapa,seberapa
bibit,bibit
mekap,make up
kesel,kesal
ahass,layanan ahass
bterai,baterai
jamnya,jam nya
inshaallah,inshallah
law,aturan
yawlaaaaaa,ya ampun
warms,hangat
dasnut,
dribbling,dribbling
manager,manager
kl,kalau
mencabar,sabar
nyebeli,menyebalkan
nyebelin,menyebalkan
menjauhdarijanji,menjauh dari janji
pulpen,pulpen
terik,terik
kuota,kuota
tololnya,tolol nya
pagelaran,pagelaran
kasian,kasihan
anniversary,anniversary
kedua,kedua
pic,foto
halnya,hal nya
umatmu,umat mu
pappayearsold,papa years old
ngelunjak,melunjak
club,club
uils,unit informasi layanan sosial
hoak,hoax
ngaret,terlambat
debessss,terbaik
menempel,menempel
sman,sekolah menegah atas negeri
jeleknya,jelek nya
porsinya,porsi nya
poligami,poligami
sebelahmu,sebelah mi
salahku,salah ku
bersemi,bersemi
po,pre order
zein,zein
mbaknya,mbak nya
kemultitaskingan,kemampuan multitasking
halusnya,halus nya
seluruhku,seluruh ku
silaturahim,silaturahmi
kasusnya,kasus nya
presidenku,presiden ku
lahirku,lahir ku
gitulo,gitu loh
dongo,dungu
taxi,taksi
ingatlah,ingat lah
kepalang,kepalang
rog,rog
disemak,di semak
kabelnya,kabel nya
sukseskanseagames,sukseskan sea games
feminis,feminis
membernya,anggota nya
menemukan,menemukan 
direstui,direstui
didahulukan,di dahulu kan
demokrasi,demokrasi
tourism,tourism
paylater,paylater
engkau,engkau
extend,di perpanjang
sbagainya,sebagainya
hu,hu
afdol,afdal
blk,balik
dikurangi,di kurangi
nafkah,nafkah
muhammad,muhammad
rabbalallaamiin,rabbul alamin
perawatnya,perawat nya
ngeluh,mengeluh
ronggolawe,ronggolawe
nurunin,menurunkan
stok,stok
merusak,merusak
bahasaarab,bahasa arab
softskill,softskill
maba,mahasiswa baru
replyan,balasan
perhtiin,memperhatikan
mendatang,mendatang
skytrax,skytrax
acong,acong
smnggu,seminggu
karyawan,karyawan
dunianya,dunia nya
dikejar,di kejar
farasya,farasya
dumberku,bodoh ku
satunya,satu nya
duhhh,aduh
limagiga,lima giga
hengpong,handphone
wae,saja
queen,ratu
bertiga,bertiga
semuaa,semua
ngeblock,memblokir
kegiatan,kegiatan
amie,amie
pejambon,pejambon
didownload,di unduh
kenalnya,kenalnya
wan,wan
rektorat,rektorat
ms,
berwatak,berwatak
terimah,terima
ukt,uang kuliah tunggal
andraandthebackbone,andra and the backbone
agnezmo,agnezmo
kiddos,kiddos
rasax,rasa
toner,toner
nimbeung,nimbeung
mempan,mempan
ngrasa,merasa
device,perangkat
informanya,informan nya
hilda,hilda
thn,tahun
impression,impression
skandal,skandal
peminatan,peminatan
theja,theja
ditakuti,di takuti
they,mereka
ekstrem,ekstrim
ktm,ketemu
nyawer,menyawer
skz,skz
memilih,memilih
seminarpanji,semnar panji
menggapai,menggapai
mcflurry,es krim
islam,islam
dirumahmu,di rumah mu
kmu,kamu
labil,labil
nay,nay
mantan,mantan
begituan,begituan
setujui,menyetujui
gantiin,menggantikan
kenalkan,kenalkan
paginy,pagi nya
worthless,tidak berguna
bete,tidak senang
ibarate,ibarat nya
menunggumu,menunggu mu
krb,kawasan rawan bencana
ahelah,aduh
mempercantik,mempercantik
sebebas,se bebas
telpon,telepon
ongkir,ongkos kirim
yu,you
buff,buff
amplas,ampelas
disbutkan,di sebutkan
diusap,di usap
menahanku,menahan ku
nihil,nihil
berbasis,berbasis
seksual,seksual
ketimbang,ketimbang
nongkrong,berkumpul
leganya,lega nya
full,penuh
ditinggalkan,di tinggal kan
oyeeee,hore
berlabuhnya,berlabuh nya
ush,usah
ketumbenan,tumben
arane,istilah nya
mainin,maninin
sintasriwahyuni,sinta sri wahyuni
nyaleg,mencalonkan diri sebagai anggota legislatif
dinnerdate,dinner date
nawarin,menawarkan
diinginkan,di inginkan
berbuka,berbuka
telponan,telepon an
ade,adik
dilaporin,di lapor kan
mbuhhhhh,tidak tahu
thks,terima kasih
kebangkitan,kebangkitan
gtu,begitu
dihamburkan,di hamburkan
bhkn,bahkan
iyaa,iya
ngutang,mengutang
sesimpel,se sederhana
dibuktikan,di buktikan
kam,kamu
yard,halaman
senyumanmu,senyuman mu
numpang,menungmpang
dobeeel,double
berharap,berharap
enak,enak
dalang,dalang
tuntunlah,tuntunlah
hapy,bahagia
pemberitahuannya,pemberitahuan nya
justkidding,hanya bercanda
ngumpulgitu,kumpul gitu
jatinangor,jatinangor
kadal,kadal
paketin,peketin
kuucap,ku ucap
buat,buat
sm,sama
memaki,memaki
percayalah,percayalah
bertuliskan,bertuliskan
emangny,emang nya
mon,mohon
atta,atta
tauk,tahu
toll,toll
pns,pegawai negeri sipil
hahahaaha,tertawa
jatimpilihgusipulputi,jawa timur pilih gus ipul puti
wkwkwkwkwk,tertawa
dipenjara,di penjara
kampret,kampret
semudah,se mudah
timbulkan,timbulkan
sentosa,sentosa
izinnya,izin nya
anin,anin
melakukan,melakukan
ujungnua,ujung nya
finishing,finishing
mayan,lumayan
kekasihnya,kekasih nya
humble,baik
dihubungi,di hubungi
syap,siap
dijadiin,di jadi kan
membayangkan,membayangkan
arabia,arabia
undiknas,undiknas
bunuh,bunuh
iklannya,iklan nya
ku,aku
cawapres,calon wakil presiden
syaitonirojim,syaitonnirrojim
bpjstk,bpjs ketenagakerjaan
mochtar,mochtar
busway,busway
little,kecil
menduga,menduga
wtf,what the fuck
psti,pasti
pikirkan,pikirkan
menyepelakan,menyepelekan
coki,coki
diingatkan,di ingat kan
biarkan,biarkan
ekpresif,ekspresif
cool,keren
gemeshhh,gemas
seenggaknya,setidaknya
konteks,konteks
kekuranganmu,kekurangan mu
sekohale,sekolah nya
tweetnya,tweet nya
menyakitkan,menyakitkan
terlintas,terlintas
menyediakan,menyediakan
matkul,mata kuliah
cares,peduli
ujar,ujar
membebani,membebani
dinobatkan,di nobat kan
eminem,eminem
hiduplo,hidup kamu
mudh,mudah
jengkel,jengkel
hasnt,belum
sdpulang,sudah pulang
ditemenin,di temani
ibadah,ibadah
kebelulan,kebetulan
mdptkan,mendapatkan
iyakan,iya kan
tasya,tasya
senyuman,senyuman
geginian,begini an
vitamin,vitamin
sngat,sangat
very,sangat
anganku,angan ku
grgr,gara gara
lampir,lampir
kebuang,terbuang
lhahhh,lah
ide,ide
teenchoice,teen choice
picak,
dee,deh
penjahat,penjahat
dimaapin,di maafkan
klaten,klaten
utusan,utusan
inisialnya,inisial nya
mage,mage
pemusnahannya,pemusnahan nya
terhormat,terhorman
unfaedah,tidak berguna
disukai,di sukai
dilakukam,di lakukan
dark,gelap
tikung,tikung
cewe,cewek
menghidupkan,menghidupkan
sunnah,sunnah
rejimpanik,rejim panik
bgd,banget
wlupun,walaupun
bkan,bahkan
tersedia,tersedia
buktiin,buktikan
alloh,allah
hancurkan,hancurkan
kurangin,mengurangi
berangkt,berangkat
kakaknya,kakak nya
pertanian,pertanian
kk,kakak
kberadabn ,keberadaban
bangga,bangga
diantarkan,di antarkan
handukin,mengeringkan
mencurigakan,mencurigakan
toddler,anak kecil
msk,masuk
perubahan,perubahan
ngelepas,melepas
dihentikan,di hentikan
jumlahnya,jumlah nya
persemayaman,persemayaman
ehhh,eh
menyimak,menyimak
janganlupabahagia,jangan lupa bahagia
gemana,
lodong,
syaa,
karsane,
teruntuk,
nexian,
kejenuhan,
manusialah,
mengawasiku,
tida,
modelling,
dih,
makmak,
bocah,
diksar,
mengenang,
teiung,
wkwkwkwkwkw,
tumbuhlah,
jakmania,
fingerprint,
atasannya,
sekitar,
tunjukin,
guaa,
memeluknya,
bajunya,
ccusername,
pesaing,
ikal,
dioplas,
elu,
keseluruhan,
dibuat,
jakettas,
yy,
lentur,
pedangdut,
pollo,
membuatku,
ngambeknya,
now,
goodluck,
menyegani,
basic,
site,
melewati,
dera,
seeds,
liburnya,
bertanduk,
gausa,
rasaku,
demamnya,
basyit,
nikita,
lwn,
fahri,
ieumah,
ky,
melewatkanku,
pembeking,
xkn,
rodo,
mainnya,
alah,
mamih,
emot,
lulusan,
oktakenza,
maafefekstress,
understand,
pengin,
claudia,
dampak,
dibencinya,
dandut,
merendah,
shalat,
loser,
pemberi,
foreign,
temali,
ngekos,
jaewon,
wanda,
mulai,
masuknya,
bentuknya,
merhatiin,
seribuh,
keyakinan,
trbesar,
lawanhoax,
tntangan,
moyangmu,
kyuhyun,
nangkep,
narkotik,
sesibuk,
bogor,
paruparuku,
parit,
saling,
brace,
rep,
su,
ilangilang,
momentum,
hobby,
tanggo,
copot,
shijin,
kreasitiadahenti,
surabaya,
sumuk,
perpanjangan,
ngetweet,
vid,
macm,
taulani,
pengecualian,
katherine,
bocorin,
pujipujianku,
agus,
karung,
use,
rhia,
rsup,
interaksi,
junjungan,
searah,
sandiwara,
dikisahkan,
xl,
merasa,
helloowww,
tumpukan,
merdunya,
mileanya,
meme,
soknanya,
ntuk,
bersabarlah,
ibuk,
mengijinkan,
lukanya,
mmbyr,
double,
regustrasi,
alhmdllh,
berilah,
yoong,
drimu,
lebay,
kemanamana,
let,
ngeledekin,
ucap,
sdgkan,
ngbrol,
size,
udaranya,
ngehubungin,
hazeeek,
weh,
berjuang,
esensi,
walaupun,
lelahh,
merebut,
apaaa,
sayangg,
snail,
kuatkan,
menumbuhkan,
bless,
dibanding,
dicurigain,
kelihatannya,
adaa,
waisak,
dzat,
fraud,
hamdulilah,
ngamuk,
abb,
matanyaudh,
nyeritain,
siapin,
bumn,
pilihandan,
gabung,
ngehe,
fitrahsmg,
mustahil,
dikembaliin,
jatoh,
akhiri,
menggelontorkan,
pastinya,
rizki,
goal,
ampar,
taekwondo,
dicukur,
lindungan,
tester,
reminder,
fikrikan,
ktk,
setujuuuu,
gatakut,
ttep,
condropramonozld,
eehh,
jancook,
hargai,
disangka,
learned,
emptynya,
zakatnya,
ektp,
pmbhasan,
gemesssss,
ceklis,
barunya,
sring,
tertahankan,
sebujurnya,
rempong,
selemah,
syantiek,
akuuuu,
tengadahkan,
lekong,
bullyable,
astagaaaaaa,
menggenggammu,
kesibukan,
tengahnya,
bilang,
menggendong,
dicandid,
fanatisme,
memahami,
wc,
kriteria,
sebabnya,
tbr,
dibikin,
berkontlemplasi,
haly,
demokrat,
komplit,
tercekik,
pukpukk,
ketawa,
lemonmint,
sepaham,
menyakitimu,
persimpangannya,
kids,
leleh,
adzan,
tinggalmu,
mmbbzzzz,
baginyaternyata,
ay,
teruuuss,
xboleh,
boong,
heru,
mediaku,
grammatical,
ksih,
lawannya,
zhri,
yudikatif,
menfess,
settingnya,
sbelum,
penjilat,
udahngapain,
xaviera,
ditegor,
pembelajarannya,
kehidupan,
ciyaaaaan,
seadem,
kecebur,
perasaab,
cabe,
trade,
breakout,
mabokan,
kite,
malem,
semuah,
dibedol,
diperkenalkan,
sungguh,
pemalas,
shownya,
forum,
takfiri,
lagii,
anakanakku,
apanyalah,
berkomentar,
mempesona,
maluin,
indihome,
dapetnya,
kitakan,
kejer,
goyangannya,
nurunin,
pov,
mengatahui,
okesip,
uname,
agaknya,
takerbatas,
lia,
meluk,
pekerjaan,
think,
benerrr,
manusiawi,
suns,
manggil,
pertunjukan,
adekan,
gray,
saestu,
sayangsayangkuh,
sains,
sambatku,
yangbeb,
rain,
persepak,
winter,
intrinsik,
sexualharassment,
buset,
hehew,
tendangan,
ngelebihin,
sebaikbaiknya,
nekat,
gemuknya,
diliat,
pakaianku,
edukatif,
dengannya,
dikeplak,
ye,
rkhup,
pelakunya,
tsunaminya,
memfilter,
mamanya,
bosan,
dy,
semua,
kenangan,
ainin,
sowan,
bknnya,
moh,
alpha,
belanjain,
konotasi,
ajaa,
kesinggung,
mimbikmimbik,
invisible,
tomyam,
alhamdullilah,
ngingetin,
nek,
siksa,
ngundang,
sbb,
semakin,
friendzoned,
gabanget,
maag,
sukung,
dehhh,
qt,
amanah,
feelings,
yanglek,
kelex,
ditusukkan,
kamuuuuuu,
kulakukan,
berikan,
astri,
bersosial,
alnajjar,
motekar,
unblock,
jepretan,
menor,
jongosdan,
kakinya,
leave,
ui,
pahami,
bensinnya,
pengharapansupaya,
oprec,
sisterhoodnya,
kocok,
piknik,
disisimu,
hening,
nasution,
pssday,
pembimbingku,
dn,
transjakarta,
dpet,
kecoa,
huaaaa,
jidatku,
berkorupsi,
janjimu,
memperbaiki,
aib,
bisnya,
gampang,
halaaahh,
final,
line,
biasabiasa,
cetek,
menurutguesih,
begitupun,
ginian,
angkuh,
puguh,
pundaku,
bgst,
ngejabat,
cungpret,
tjadi,
marga,
slese,
ajaran,
perjalanannya,
keraguan,
hubby,
mengiris,
berkacamata,
penasarannya,
pemeliharaan,
pup,
kangenkangenan,
ditemeni,
akutu,
kongkrit,
apadanya,
fandom,
sekolahan,
kpop,
wat,
petualang,
kga,
ibubapak,
banit,
pengen,
diterbitkan,
lakuin,
awayday,
sangkin,
merilekskan,
pancasila,
jungkook,
tetehku,
vol,
bih,
wkwkwkw,
pengaduan,
apah,
menyeduh,
usd,
keubunubun,
sayyidi,
ladenin,
sholihah,
freeman,
tolonglah,
mengganggap,
dikos,
geter,
resolusi,
lin,
ditenangkan,
laginadianti,
knowledgerespectresponsibilitycare,
fukudakobali,
direksinya,
speechless,
diperbolehkan,
binus,
dprgubernursampai,
usulan,
suzanna,
ngartik,
abel,
hadiahnya,
cb,
putari,
kesetiaannya,
kantenya,
iie,
smkin,
khalayak,
biadab,
smentara,
waptrick,
dkit,
sblmnya,
bersabar,
orderada,
peng,
disakiti,
hellomello,
planner,
kujatuh,
ngadu,
give,
bertahan,
koreanya,
kuoat,
energetic,
hebat,
tamsil,
hadiah,
latihannaik,
mahluk,
balikinnya,
away,
besarnya,
indramayu,
kumpuulllll,
mikirkan,
membayangkannya,
cibiran,
kaaakpas,
moodkasi,
ulanh,
cerewet,
emanggg,
kerukunan,
gendutin,
owi,
anjiir,
gak,
perasaanperasaan,
adalah,
gocar,
eselon,
kppn,
jayalahnu,
menghentikannya,
rayanya,
gurindam,
gentle,
mempercayai,
macetgk,
mamang,
pembenaranmu,
bangeeeeeettt,
ibukibuk,
mom,
keabadian,
suntik,
yaudahlah,
aha,
olshopnya,
perempuanku,
roger,
melongo,
perancang,
egoku,
gancit,
micinnya,
masnya,
dirugikan,
bismillahirrahmanirrahim,
huhuhuhuhu,
dengkii,
yassalaaam,
discuss,
berkl,
bicaranya,
perkelompok,
semingguan,
mencocokkan,
diiyain,
penghujatmu,
otw,
nyindir,
jeju,
games,
mlipir,
hours,
datenganya,
mengupdate,
skrg,
yaminta,
korbannyamohon,
mrnghadapi,
jazakumullah,
pelaminan,
terkdg,
bobrok,
weddingparty,
keagungan,
gaberner,
meruntuhkan,
balicili,
adakan,
ernest,
memproduksi,
semuacoba,
sungguhku,
keprofesionalan,
berlinang,
shalihah,
gaulnya,
ujia,
komennya,
mongooo,
diblacklist,
sejarahnya,
ngejatuhin,
capernya,
asing,
effects,
scania,
ukurannya,
semuaaaaa,
kebapakan,
ti,
bangettt,
nyesel,
suksesadlh,
bucket,
pasanganada,
sikring,
rmh,
mantap,
mendapatkan,
limit,
matimatian,
berjan,
sulap,
nori,
darinya,
keak,
blng,
lho,
dirantauan,
eung,
yth,
dikasihin,
diharapin,
pakaiannya,
tuju,
bahkan,
murtad,
hingga,
kawankawannya,
taecyeon,
smash,
puryono,
menurutkusih,
teu,
keringat,
jatibarubagian,
gagahan,
matanya,
pokoknyasuka,
billang,
nursehah,
kepo,
legowo,
kejadiannya,
euro,
sglanya,
oa,
bow,
indonesiamitosnya,
wlwlw,
dsb,
charain,
mobilny,
nyeremin,
generosity,
cintalah,
kmna,
neh,
roomtoread,
konsulen,
pantaskan,
pemprof,
cipularang,
selow,
keadaanmu,
kegembiraan,
kpopers,
kang,
perform,
should,
megapmegap,
mengakulturasikan,
pelitnya,
justifikasi,
tandang,
kuar,
cleaning,
dilaporkanini,
mentionan,
kejam,
pernikan,
ujaran,
koyo,
shayy,
uhud,
paslon,
kagak,
wedding,
firman,
difilmkan,
ajalah,
sepihak,
horas,
jayalah,
relnya,
bagay,
perband,
semuka,
gombal,
bawain,
hakmu,
reduphanya,
megawati,
pembinaapakah,
kresek,
pungkiri,
benarnya,
sindir,
menel,
demikianlah,
watch,
candy,
nunggak,
yaampunnnn,
dipertigaan,
nongol,
kuenya,
tweeter,
jebris,
pesertanya,
semalem,
penghianatjahat,
kenyal,
diriku,
kelai,
pintunya,
persoalannya,
hollywood,
hukumwong,
monika,
sekedar,
negatifthinking,
keganggu,
alone,
dipromosikan,
patut,
tingkatan,
serahkan,
transfernya,
cekrekan,
diceritakan,
tubir,
tabungin,
sebanding,
msalah,
qatarartinya,
liburankerja,
milikmu,
dadang,
rule,
relepansi,
mnyambut,
rmhpantat,
fighting,
pasangantakut,
ciwiciwi,
sbgai,
tidaksemangat,
fotonya,
kebalik,
tims,
nyetem,
cupu,
berasal,
